Data Source in SDW: https://sdw.ecb.europa.eu/browseTable.do?org.apache.struts.taglib.html.TOKEN=2e368df4bb24445326d3b27a6a9c31f0&df=true&ec=&dc=&oc=&pb=&rc=&DATASET=0&removeItem=&removedItemList=&mergeFilter=&activeTab=QSA&showHide=&REF_AREA.252=AT&REF_AREA.252=BE&REF_AREA.252=BG&REF_AREA.252=CY&REF_AREA.252=CZ&REF_AREA.252=DE&REF_AREA.252=DK&REF_AREA.252=EE&REF_AREA.252=ES&REF_AREA.252=FI&REF_AREA.252=FR&REF_AREA.252=GR&REF_AREA.252=HU&REF_AREA.252=IE&REF_AREA.252=IT&REF_AREA.252=LT&REF_AREA.252=LU&REF_AREA.252=LV&REF_AREA.252=MT&REF_AREA.252=NL&REF_AREA.252=PL&REF_AREA.252=PT&REF_AREA.252=RO&REF_AREA.252=SE&REF_AREA.252=SI&REF_AREA.252=SK&REF_SECTOR.252=S1M&COUNTERPART_SECTOR.252=S11&STO.252=F&INSTR_ASSET.252=F4&MATURITY.252=T&MAX_DOWNLOAD_SERIES=500&SERIES_MAX_NUM=50&node=9698168&SERIES_KEY_checkall=on&SERIES_KEY=332.QSA.Q.N.AT.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.BE.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.BG.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.CY.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.CZ.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.DE.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.DK.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.EE.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.ES.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.FI.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.FR.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.GR.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.HU.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.IE.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.IT.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.LT.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.LU.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.LV.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.MT.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.NL.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.PL.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.PT.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.RO.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.SE.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.SI.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.SK.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T
,QSA.Q.N.AT.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.BE.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.BG.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.CY.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.CZ.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.DE.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.DK.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.EE.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.ES.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.FI.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.FR.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.GR.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.HU.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.IE.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.IT.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.LT.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.LU.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.LV.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.MT.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.NL.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.PL.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.PT.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.RO.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.SE.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.SI.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.SK.W2.S1M.S11.N.A.F.F4.T._Z.XDC._T.S.V.N._T
2007Q4,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,-714.00,-128.00,0.00,24688.00,0.00,138.00,0.00,0.00,2.00,17.85,0.00,0.00,687.91,0.00,375.00,-27.88,3.96
2007Q3,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,40.00,-36.00,0.00,24688.00,0.00,77.00,0.00,0.00,0.00,0.47,0.00,0.00,-498.30,0.00,104.00,33.13,-0.38
2007Q2,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,-1.00,13.00,0.00,24688.00,0.00,-16.00,0.00,0.00,-277.60,16.58,0.00,0.00,197.80,0.00,131.00,6.88,6.15
2007Q1,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,-1.00,20.00,0.00,24688.00,0.00,42.00,0.00,0.00,9.60,18.96,0.00,0.00,527.61,0.00,2501.00,63.80,4.70
2006Q4,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,5.00,-15.00,0.00,13418.00,0.00,134.00,0.00,0.00,212.10,22.42,0.00,0.00,-1225.27,,-415.00,-2.49,-1.88
2006Q3,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,5.00,-45.00,0.00,13417.00,0.00,82.00,0.00,0.00,-0.10,17.76,0.00,0.00,489.60,,-53.00,9.22,3.53
2006Q2,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,4.00,-69.00,0.00,13418.00,0.00,-130.00,0.00,0.00,0.00,18.66,0.00,0.00,-1928.02,,-266.00,8.22,2.15
2006Q1,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,4.00,-87.00,0.00,13417.00,0.00,341.00,0.00,0.00,-140.00,9.88,0.00,0.00,788.32,,1123.00,-47.65,14.91
2005Q4,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,4.00,-100.00,0.00,10734.00,0.00,262.00,0.00,0.00,269.30,-0.91,1.00,0.00,-660.65,,-252.00,5.06,4.60
2005Q3,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,-1.00,-94.00,0.00,10734.00,0.00,213.00,0.00,0.00,0.00,18.87,0.00,0.00,-115.50,,-744.00,5.41,3.68
2005Q2,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,22.00,-69.00,0.00,10734.00,0.00,218.00,0.00,0.00,0.00,-7.89,0.00,0.00,75.48,,82.00,-8.13,0.26
2005Q1,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,4.00,-25.00,0.00,10734.00,0.00,147.00,0.00,0.00,0.50,-2.42,0.00,0.00,-303.63,,628.00,249.00,0.25
2004Q4,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,37.00,0.00,10734.00,0.00,114.00,0.00,0.00,0.00,7.73,0.00,0.00,1463.13,,-88.00,-5.13,2.43
2004Q3,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,2.00,93.00,0.00,10734.00,0.00,130.00,0.00,0.00,0.00,62.64,0.00,0.00,1060.29,,3.00,-5.13,3.62
2004Q2,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,24.00,142.00,0.00,10734.00,0.00,344.00,0.00,0.00,0.00,20.21,0.00,0.00,239.48,,-212.00,-5.13,2.99
2004Q1,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,19.00,184.00,0.00,10734.00,0.00,287.00,0.00,0.00,-0.10,22.70,0.00,0.00,149.95,,-488.00,-5.13,0.11
2003Q4,0.00,0.00,,,,0.00,,,0.00,25.00,220.00,0.00,16101.00,0.00,866.00,0.00,0.00,,,0.00,,1666.28,,-1167.00,,
2003Q3,0.00,0.00,,,,0.00,,,0.00,30.00,221.00,0.00,16101.00,0.00,63.00,0.00,0.00,,,0.00,,-411.28,,-604.00,,
2003Q2,0.00,0.00,,,,0.00,,,0.00,45.00,189.00,0.00,16101.00,0.00,8.00,0.00,0.00,,,0.00,,2130.48,,-655.00,,
2003Q1,0.00,0.00,,,,0.00,,,0.00,23.00,123.00,0.00,16101.00,0.00,-7.00,0.00,0.00,,,0.00,,819.19,,395.00,,
2002Q4,0.00,0.00,,,,0.00,,,0.00,13.00,23.00,0.00,21468.00,0.00,764.00,0.00,0.00,,,0.00,,990.54,,-419.00,,
2002Q3,0.00,0.00,,,,0.00,,,0.00,8.00,-46.00,0.00,21468.00,0.00,22.00,0.00,0.00,,,0.00,,372.99,,-196.00,,
2002Q2,0.00,0.00,,,,0.00,,,0.00,19.00,-84.00,0.00,21468.00,0.00,-34.00,0.00,0.00,,,0.00,,-475.05,,-530.00,,
2002Q1,0.00,0.00,,,,0.00,,,0.00,19.00,-91.00,0.00,21468.00,0.00,-14.00,0.00,0.00,,,0.00,,-626.32,,423.00,,
2001Q4,0.00,0.00,,,,0.00,,,0.00,9.00,-67.00,0.00,13417.00,,958.00,0.00,0.00,,,0.00,,-199.77,,-47.00,,
2001Q3,0.00,0.00,,,,0.00,,,0.00,9.00,-2.00,0.00,13417.00,,16.00,0.00,0.00,,,0.00,,68.05,,-616.00,,
2001Q2,0.00,0.00,,,,0.00,,,0.00,7.00,102.00,0.00,13418.00,,-33.00,0.00,0.00,,,0.00,,660.04,,556.00,,
2001Q1,0.00,0.00,,,,0.00,,,0.00,11.00,247.00,0.00,13417.00,,15.00,0.00,0.00,,,0.00,,-641.85,,427.00,,
2000Q4,0.00,0.00,,,,0.00,,,0.00,12.00,432.00,0.00,18785.00,,375.00,0.00,0.00,,,9.00,,-599.32,,214.00,,
2000Q3,0.00,0.00,,,,0.00,,,0.00,12.00,369.00,0.00,18784.00,,-127.00,0.00,0.00,,,7.00,,-390.08,,388.00,,
2000Q2,0.00,0.00,,,,0.00,,,0.00,12.00,56.00,0.00,18785.00,,-130.00,0.00,0.00,,,8.00,,-972.98,,-136.00,,
2000Q1,0.00,0.00,,,,0.00,,,0.00,12.00,-505.00,0.00,18784.00,,-65.00,0.00,0.00,,,13.00,,817.70,,-80.00,,
1999Q4,0.00,0.00,,,,0.00,,,0.00,12.00,-1314.00,0.00,10734.00,,639.00,0.00,0.00,,,21.00,,-941.64,,15.00,,
1999Q3,0.00,0.00,,,,0.00,,,0.00,12.00,-1980.00,0.00,10734.00,,69.00,0.00,0.00,,,24.00,,-343.11,,-70.00,,
1999Q2,0.00,0.00,,,,0.00,,,0.00,12.00,-2500.00,0.00,10734.00,,43.00,0.00,0.00,,,25.00,,1565.51,,63.00,,
1999Q1,0.00,0.00,,,,0.00,,,0.00,12.00,-2875.00,0.00,10734.00,,100.00,0.00,0.00,,,21.00,,-1544.20,,1589.00,,
1998Q4,,,,,,,,,0.00,6.00,-3106.00,,10734.00,,,0.00,0.00,,,,,,,163.00,,
