Data Source in SDW: https://sdw.ecb.europa.eu/browseTable.do?org.apache.struts.taglib.html.TOKEN=b08eb16bb96898e608befcdae8a89a31&df=true&ec=&dc=&oc=&pb=&rc=&DATASET=0&removeItem=&removedItemList=&mergeFilter=&activeTab=QSA&showHide=&REF_AREA.252=AT&REF_AREA.252=BE&REF_AREA.252=BG&REF_AREA.252=CY&REF_AREA.252=CZ&REF_AREA.252=DE&REF_AREA.252=DK&REF_AREA.252=EE&REF_AREA.252=ES&REF_AREA.252=FI&REF_AREA.252=FR&REF_AREA.252=GR&REF_AREA.252=HU&REF_AREA.252=IE&REF_AREA.252=IT&REF_AREA.252=LT&REF_AREA.252=LU&REF_AREA.252=LV&REF_AREA.252=MT&REF_AREA.252=NL&REF_AREA.252=PL&REF_AREA.252=PT&REF_AREA.252=RO&REF_AREA.252=SE&REF_AREA.252=SI&REF_AREA.252=SK&REF_SECTOR.252=S1M&COUNTERPART_SECTOR.252=S11&STO.252=LE&INSTR_ASSET.252=F4&MATURITY.252=T&MAX_DOWNLOAD_SERIES=500&SERIES_MAX_NUM=50&node=9698168&SERIES_KEY_checkall=on&SERIES_KEY=332.QSA.Q.N.AT.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.BE.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.BG.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.CY.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.CZ.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.DE.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.DK.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.EE.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.ES.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.FI.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.FR.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.GR.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.HU.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.IE.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.IT.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.LT.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.LU.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.LV.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.MT.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.NL.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.PL.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.PT.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.RO.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.SE.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.SI.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.SK.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T
,QSA.Q.N.AT.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.BE.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.BG.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.CY.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.CZ.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.DE.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.DK.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.EE.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.ES.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.FI.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.FR.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.GR.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.HU.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.IE.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.IT.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.LT.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.LU.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.LV.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.MT.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.NL.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.PL.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.PT.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.RO.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.SE.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.SI.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T,QSA.Q.N.SK.W2.S1M.S11.N.A.LE.F4.T._Z.XDC._T.S.V.N._T
2008Q2,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,31.00,7824.00,0.00,936550.00,0.00,13342.00,0.00,0.00,7.00,726.92,1972.00,0.00,10839.03,0.00,18315.00,873.80,78.29
2008Q1,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,30.00,7824.00,0.00,920175.00,0.00,13357.00,0.00,0.00,7.00,703.24,1972.00,0.00,9737.34,0.00,17803.00,846.36,75.61
2007Q4,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,29.00,7824.00,0.00,903800.00,0.00,13239.00,0.00,0.00,7.00,681.96,1972.00,0.00,9190.10,0.00,13974.00,844.38,72.09
2007Q3,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,743.00,7952.00,0.00,879112.00,0.00,13101.00,0.00,0.00,5.00,664.12,1972.00,0.00,8502.20,0.00,13599.00,875.19,68.13
2007Q2,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,703.00,7988.00,0.00,854424.00,0.00,13025.00,0.00,0.00,5.00,663.65,1972.00,0.00,9000.50,0.00,13496.00,844.89,68.51
2007Q1,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,703.00,7974.00,0.00,829736.00,0.00,13041.00,0.00,0.00,282.60,647.07,1972.00,0.00,8802.71,0.00,13365.00,840.76,62.35
2006Q4,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,704.00,7954.00,0.00,805048.00,0.00,12999.00,0.00,0.00,266.20,628.10,1972.00,0.00,8275.10,,10863.00,779.70,57.66
2006Q3,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,700.00,7969.00,0.00,791630.00,0.00,12865.00,0.00,0.00,54.10,605.69,1972.00,0.00,9500.37,,11279.00,784.94,59.53
2006Q2,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,695.00,8013.00,0.00,778213.00,0.00,12783.00,0.00,0.00,54.20,587.92,1972.00,0.00,9010.77,,11332.00,778.44,56.00
2006Q1,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,690.00,8082.00,0.00,764795.00,0.00,12913.00,0.00,0.00,54.10,569.27,1972.00,0.00,10938.80,,11597.00,772.92,53.85
2005Q4,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,686.00,8169.00,0.00,751378.00,0.00,12572.00,0.00,0.00,270.80,559.39,1972.00,0.00,10150.48,,10474.00,823.45,38.94
2005Q3,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,690.00,8269.00,0.00,740644.00,0.00,12310.00,0.00,0.00,1.60,560.30,1971.00,0.00,10811.13,,10726.00,821.26,34.34
2005Q2,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,698.00,8363.00,0.00,729910.00,0.00,12098.00,0.00,0.00,1.60,541.43,1971.00,0.00,10926.64,,11470.00,818.73,30.66
2005Q1,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,684.00,8432.00,0.00,719176.00,0.00,11880.00,0.00,0.00,1.60,549.32,1971.00,0.00,10851.16,,11388.00,829.75,30.41
2004Q4,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,688.00,8457.00,0.00,708442.00,0.00,11733.00,0.00,0.00,15.60,551.73,1971.00,0.00,11154.80,,10760.00,582.79,30.16
2004Q3,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,688.00,8420.00,0.00,697708.00,0.00,11619.00,0.00,0.00,15.60,544.01,1971.00,0.00,9691.66,,10848.00,586.81,27.73
2004Q2,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,684.00,8326.00,0.00,686974.00,0.00,11489.00,0.00,0.00,15.60,481.37,1971.00,0.00,8631.37,,10845.00,590.84,24.11
2004Q1,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,660.00,8184.00,0.00,676240.00,0.00,11145.00,0.00,0.00,15.60,461.16,1971.00,0.00,8391.91,,11057.00,594.87,21.11
2003Q4,0.00,0.00,,,,0.00,,,0.00,639.00,8000.00,0.00,665506.00,0.00,10858.00,0.00,0.00,,,1971.00,0.00,8241.95,,11545.00,,
2003Q3,0.00,0.00,,,,0.00,,,0.00,614.00,7780.00,0.00,649405.00,0.00,9992.00,0.00,0.00,,,1971.00,,6575.68,,12712.00,,
2003Q2,0.00,0.00,,,,0.00,,,0.00,584.00,7559.00,0.00,633304.00,0.00,9929.00,0.00,0.00,,,1971.00,,6986.95,,13316.00,,
2003Q1,0.00,0.00,,,,0.00,,,0.00,538.00,7370.00,0.00,617203.00,0.00,9921.00,0.00,0.00,,,1971.00,,4856.47,,13972.00,,
2002Q4,0.00,0.00,,,,0.00,,,0.00,515.00,7247.00,0.00,601102.00,0.00,9928.00,0.00,0.00,,,1971.00,,4037.29,,13576.00,,
2002Q3,0.00,0.00,,,,0.00,,,0.00,502.00,7224.00,0.00,579634.00,0.00,9164.00,0.00,0.00,,,1971.00,,3046.75,,13995.00,,
2002Q2,0.00,0.00,,,,0.00,,,0.00,494.00,7271.00,0.00,558166.00,0.00,9141.00,0.00,0.00,,,1971.00,,2673.76,,14192.00,,
2002Q1,0.00,0.00,,,,0.00,,,0.00,474.00,7355.00,0.00,536698.00,0.00,9175.00,0.00,0.00,,,1971.00,,3148.81,,14721.00,,
2001Q4,0.00,0.00,,,,0.00,,,0.00,455.00,7446.00,0.00,515230.00,,9189.00,0.00,0.00,,,1971.00,,3775.14,,14299.00,,
2001Q3,0.00,0.00,,,,0.00,,,0.00,446.00,7513.00,0.00,501813.00,,8231.00,0.00,0.00,,,1971.00,,3974.91,,14345.00,,
2001Q2,0.00,0.00,,,,0.00,,,0.00,437.00,7515.00,0.00,488396.00,,8215.00,0.00,0.00,,,1971.00,,4406.85,,14961.00,,
2001Q1,0.00,0.00,,,,0.00,,,0.00,430.00,7412.00,0.00,474978.00,,8248.00,0.00,0.00,,,1971.00,,3746.81,,14405.00,,
2000Q4,0.00,0.00,,,,0.00,,,0.00,419.00,7165.00,0.00,461561.00,,8233.00,0.00,0.00,,,1971.00,,4388.66,,13978.00,,
2000Q3,0.00,0.00,,,,0.00,,,0.00,407.00,6733.00,0.00,442776.00,,7858.00,0.00,0.00,,,1962.00,,4987.98,,13764.00,,
2000Q2,0.00,0.00,,,,0.00,,,0.00,393.00,6364.00,0.00,423992.00,,7986.00,0.00,0.00,,,1955.00,,5378.06,,13376.00,,
2000Q1,0.00,0.00,,,,0.00,,,0.00,380.00,6307.00,0.00,405207.00,,8115.00,0.00,0.00,,,1947.00,,6351.04,,13512.00,,
1999Q4,0.00,0.00,,,,0.00,,,0.00,366.00,6812.00,0.00,386423.00,,8180.00,0.00,0.00,,,1934.00,,5533.34,,13592.00,,
1999Q3,0.00,0.00,,,,0.00,,,0.00,355.00,8126.00,0.00,375689.00,,7541.00,0.00,0.00,,,1913.00,,6474.98,,13577.00,,
1999Q2,0.00,0.00,,,,0.00,,,0.00,344.00,10106.00,0.00,364955.00,,7473.00,0.00,0.00,,,1889.00,,6818.10,,13647.00,,
1999Q1,0.00,0.00,,,,0.00,,,0.00,333.00,12606.00,0.00,354221.00,,7430.00,0.00,0.00,,,1864.00,,5252.59,,13584.00,,
1998Q4,,,,,,,,,0.00,321.00,15481.00,,343487.00,,,0.00,0.00,,,,,,,11995.00,,
